Code,Parent,Name_en
"44704003","23510","Pedagogue"
"44704004","23510","Psychopedagogue"
"44704006","23550","Theatre pedagogue"
"44704008","23550","Dance teacher"
"44704010","23510","Educationalist"
"44704013","26320","Educational scientist"
"45101002","26310","National economist"
"45101003","26310","Economic scientist"
"45101004","24210","Business economist"
"45101005","26310","Economic researcher"
"45101006","26310","Financial economist"
"45101011","26310","Financial scientist"
"45101012","26310","Economic researcher, cyclical analysis"
"45101013","24000","Lic. ès sc. comm. et ind."
"45101015","26310","Health economist"
"45101016","31190","Economist, energy business"
"45101022","13240","Economist, materials management"
"45101023","26310","Economic analyst"
"45101029","24210","Management scientist"
"45101030","26310","Political economist"
"45101031","21610","Construction economist"
"45101032","24210","Labour economist"
"45101038","24000","Master of business administration, mba"
"45101049","24000","Lic. hhs"
"45101051","33100","Bachelor in banking and finance"
"45101052","33100","Bachelor of computer science in banking and finance | Bachelor of computer science in banking and"
"45101053","24210","Bachelor in management"
"45101054","24000","Bachelor of business administration"
"45101055","24000","Bachelor of commerce"
"45101059","13210","Bachelor of industrial administration"
"45101060","24000","Master of public administration"
"45101061","24000","Bachelor of public administration"
"45101064","13420","Master of public health"
"45101065","24310","Bachelor of health communication"
"45101066","13420","Master of health promotion and administration | Master of health promotion and administratio"
"45101067","24000","Master of commerce"
"45101068","26310","Master in economics"
"45101070","26310","Economist"
"45101072","26310","Economic forecaster"
"45101076","24210","Business administrator"
"45101077","24000","Master of business administration"
"45101082","24130","Master of science in banking and finance"
"45102001","26320","Sociologist"
"45102002","26330","Political theorist"
"45102013","26330","Expert in political science"
"45102014","26320","Ethnologist"
"45102015","26320","Ethnographer"
"45102016","26320","Folklorist"
"45102017","21200","Demographer"
"45102018","26320","Futurologist"
"45102020","26320","Social scientist"
"45102021","26330","Bachelor in politics"
"45102024","26330","Political scientist"
"45103001","24230","Vocational adviser"
"45103002","23590","Study adviser"
"45103004","26340","Psychologist"
"45103005","26340","Industrial psychologist"
"45103006","26340","Child psychologist"
"45103007","26340","Educational psychologist"
"45103009","26340","Psychometrician"
"45103012","26340","Specialised psychologist"
"45103014","26340","Social psychologist"
"45103016","26340","Occupational psychologist"
"45103017","26340","Psychological consultant"
"45103019","26340","Handwriting expert"
"45103021","26340","Clinical psychologist"
"45103022","26340","Psychosociologist"
"45103024","26340","Graphologist"
"45103025","26350","Educational adviser"
"45103026","26350","Education counsellor"
"45103028","23510","School counsellor"
"45103029","24230","Academic advisor"
"45103030","26340","Youth psychologist"
"45103031","26340","Neuropsychologist"
"45103034","26340","Oneirologist"
"45103037","26340","Handwriting analyst (psychologist)"
"45103038","26340","Environmental psychologist"
"45103040","26340","Forensic psychologist"
"45201001","26000","Dr ès lettres"
"45201002","26430","German language and literature specialist"
"45201004","26430","Philologist"
"45201006","26430","Romanist (philologist)"
"45201008","26430","Ancient philologist"
"45201009","26000","Lic. ès lettres"
"45201010","26430","Sinologist"
"45201011","26430","Anglicist"
"45201012","26430","Linguist"
"45201013","26320","Orientalist"
"45201014","26320","Slavist"
"45201015","26430","Terminologist"
"45201017","26430","English language and literature specialist"
"45201018","26430","Dialectologist"
"45201019","20000","Dr. phil."
"45201020","26430","Arabist"
"45201021","26430","Etymologist"
"45201022","26430","Indologist"
"45201023","26430","Phonetician"
"45201024","26430","Phonologist"
"45201025","26430","Semanticist"
"45201026","26430","Syntactican"
"45201028","26430","Semiotician"
"45201029","26430","Japanologist"
"45201030","26360","Islamicist (scientist in islamic studies)"
"45201031","26430","Linguistic researcher"
"45201032","26430","Literary scientist"
"45201033","26430","Neurolinguist"
"45201034","26320","Albanologist"
"45201035","26430","Indo-europeanist"
"45201036","26320","Americanist"
"45201037","26320","Latin americanist"
"45201038","26320","Scandinavian language and literature specialist | Scandinavian language and literature special"
"45201040","26430","Speech scientist"
"45202002","26320","Archaeological researcher"
"45202003","26330","Historian"
"45202005","26330","Art historian"
"45202008","26320","Archaeologist"
"45202009","26330","Mythologist"
"45202011","26320","Archaeology assistant"
"45202013","31190","Archaeological excavator"
"45202015","26330","Heraldist"
"45202016","26330","Prehistorian"
"45202017","26320","Anthropologist"
"45202018","26330","Egyptologist"
"45202019","26330","Genealogist"
"45202020","26330","Assyriologist"
"45202021","26330","Medievalist"
"45202022","26330","Iconographer"
"45202023","26330","Toponymist"
"45202025","26330","Palaeographer"
"45202026","26330","Historiographer"
"45202027","26330","Numismatist"
"45202029","31190","Archaeological excavation technician"
"45202030","26330","Economic historian"
"45202031","26330","Architectural historian"
"45202032","26330","Cultural historian"
"45202033","26330","Church historian"
"45202034","26330","Ancient historian"
"45202035","26330","Epigraphist"
"45202036","26330","Diplomaticist (expert in documentology)"
"45202038","26320","Urban archaeologist"
"45202039","26320","City archaeologist"
"45202040","26320","Underwater archaeologist"
"45202041","26320","Aerial archaeologist"
"45202042","26330","Sigillographer"
"45203002","26330","Philosopher"
"45203003","26320","Musicologist"
"45203004","26320","Drama expert (theatre scientist)"
"45203005","26320","Media scientist"
"45203006","26320","Ethnomusicologist"
"45203007","26320","Communication scientist"
"45203008","21310","Humanist (expert in human science)"
"45203009","26320","Cultural scientist"
"45203011","26420","Scientist of journalism"
"45203012","26320","Film scientist"
"45301001","21310","Bacteriologist"
"45301002","21310","Biologist"
"45301003","21310","Molecular biologist"
"45301004","21310","Botanist"
"45301005","21310","Cytologist"
"45301006","21310","Mycologist"
"45301007","21310","Zoologist"
"45301008","21310","Plant physiologist"
"45301009","21310","Phytopathologist"
"45301010","22500","Animal psychologist"
"45301011","21310","Agrobiologist"
"45301013","21310","Microbiologist"
"45301014","21310","Biometrician"
"45301015","21310","Zoogeographer"
"45301016","21310","Anatomist"
"45301017","21310","Entomologist"
"45301018","21310","Geneticist"
"45301019","21310","Hydrobiologist"
"45301020","21310","Ornithologist"
"45301021","21310","Virologist"
"45301022","21310","Parasitologist"
"45301024","21310","Dendrochronologist"
"45301025","21310","Toxicologist"
"45301026","21310","Archaeozoologist"
"45301028","21310","Parasitology expert"
"45301029","21310","Aeropalynologist"
"45301030","21310","Aquariologist"
"45301031","21310","Ethologist"
"45301032","21310","Cytodiagnostician"
"45301033","21310","Ichthyologist"
"45301034","21310","Serologist"
"45301035","26340","Sexologist"
"45301036","21310","Conchologist"
"45301037","21310","Palynologist"
"45301038","21140","Palaeontologist"
"45301040","21310","Histologist"
"45301041","21310","Cellular biologist"
"45301044","21310","Bioinformatician"
"45301045","21310","Geobiologist"
"45301046","21310","Neuroscientist"
"45301047","21310","Neurobiologist"
"45301048","21310","Photobiologist"
"45301049","21310","Behavioural scientist"
"45301050","21310","Lichenologist"
"45301051","21310","Nematologist"
"45301052","21310","Neurotoxicologist"
"45301053","21310","Limnologist"
"45301054","21310","Insect researcher"
"45301055","21310","Wildlife biologist"
"45301056","21310","Fish biologist"
"45301057","21310","Plant pathologist"
"45301058","21310","Forest biologist"
"45301059","21310","Archaeobotanist"
"45301060","21310","Mammalogist"
"45301061","21310","Marine biologist"
"45301062","21310","Herpetologist"
"45301063","21310","Human biologist"
"45301064","21310","Environmental biologist"
"45301065","21310","Chronobiologist"
"45301067","21310","Radiation biologist"
"45301068","21310","Radiobiologist"
"45301069","21310","Food microbiologist"
"45301070","21310","Geobotanist"
"45301071","21310","Phytogeographer"
"45301072","21310","Evolutionary biologist"
"45301073","21310","Biogeographer"
"45301074","21310","Exobiologist"
"45301075","21310","Cetologist"
"45302001","21110","Crystallographer"
"45302002","21140","Hydrogeologist"
"45302003","21120","Assistant meteorologist"
"45302004","21140","Hydrologist"
"45302005","26320","Geographer"
"45302006","21140","Mineralogist"
"45302007","26320","Economic geographer"
"45302009","21140","Geologist"
"45302011","21120","Weather consultant"
"45302014","21330","Geoecologist"
"45302015","21140","Oceanographer"
"45302018","21110","Astronomer"
"45302019","21120","Climatologist"
"45302020","21140","Glaciologist"
"45302021","21120","Aerologist"
"45302022","21140","Speleologist"
"45302023","21120","Meteorologist"
"45302025","21110","Selenologist"
"45302026","21140","Seismologist"
"45302027","21140","Volcanologist"
"45302028","21140","Stratigrapher"
"45302029","21140","Hydrographer"
"45302032","21140","Consultant geologist"
"45302035","21110","Radio astronomer"
"45302037","21120","Meteorological observer"
"45302038","21140","Earth scientist"
"45302039","21320","Pedologist"
"45302040","21120","Weather forecaster"
"45302042","21140","Sedimentologist"
"45302044","21120","Agricultural meteorologist"
"45302045","21140","Petroleum geologist"
"45302046","21120","Flight meteorologist"
"45302050","26320","Cultural geographer"
"45302052","21110","Avalanche researcher"
"45302053","21110","Avalanche forecaster"
"45302054","21140","Oceanologist"
"45302055","21140","Environmental geologist"
"45302056","21140","Geoscientist"
"45302057","21120","Atmospheric scientist"
"45302058","21110","Selenographer"
"45303001","21130","Chemist"
"45303002","21130","Biochemist"
"45303003","21130","Agrochemist"
"45303004","21130","Analytical chemist"
"45303005","21130","Inorganic chemist"
"45303007","21130","Plant chemist"
"45303008","21130","Gas chemist"
"45303009","21130","Gasworks chemist"
"45303010","21130","Research chemist"
"45303012","21130","Laboratory chemist"
"45303013","21130","Dyeing chemist"
"45303014","21130","Process chemist"
"45303015","21130","Ceramic chemist"
"45303016","21130","Colour chemist"
"45303017","21130","Food chemist"
"45303018","21130","Waste water chemist"
"45303019","21130","Medicinal chemist"
"45303020","21130","Blasting explosive chemist"
"45303021","21130","Synthetic material chemist"
"45303022","21130","Perfumery chemist"
"45303023","21130","Dairy chemist"
"45303024","21130","Textile chemist"
"45303025","21130","Varnish chemist"
"45303026","21130","Organic chemist"
"45303027","21130","Hair analysis chemist"
"45303028","21130","Chemist, organic chemistry"
"45303029","21130","Rubber chemist"
"45303030","21130","Paper chemist"
"45303031","21130","Chemist-physicist"
"45303032","21130","Electrochemist"
"45303033","21130","Photochemist"
"45303034","21130","Physiochemist"
"45303037","21130","Chemist analyst"
"45303040","21130","Industrial chemist"
"45303041","21130","Food researcher"
"45303047","21140","Geochemist"
"45303049","21130","Petrochemist"
"45303050","21130","Brewing chemist"
"45303054","21130","Milk products chemist"
"45303055","21130","Hair analyst"
"45303060","21130","Polymerisation specialist"
"45303061","21130","Physical chemist"
"45303062","21130","Chemical expert"
"45303063","21130","Petroleum chemist"
"45303064","21130","Development chemist"
"45303065","21130","Food scientist"
"45303067","21130","Dipl. chem. eth"
"45303069","21130","Forensic chemist"
"45303070","21130","Synthesis chemist"
"45303071","21130","Analysis chemist"
"45303072","21130","Environmental chemist"
"45303073","21130","Medical chemist"
"45303074","21130","Pharmaceutical chemist"
"45304003","21200","Mathematician"
"45304006","21200","Population statistician"
"45304007","21200","Social statistician"
"45304008","21200","Economic statistician"
"45304009","21200","Mathematical statistician"
"45304010","21200","Dr. sc. math."
"45304013","21200","Statistics analyst"
"45304015","21200","Statistician"
"45304016","21200","Actuary (insurance)"
"45304018","21200","Insurance mathematician"
"45304019","26310","Econometrician"
"45304020","21200","Economic mathematician"
"45304021","21200","Biostatistician"
"45304023","21200","Technomathematician"
"45304026","21200","Business mathematician"
"45305001","21110","Dipl. phys. eth"
"45305003","21110","Astrophysicist"
"45305004","21310","Biophysicist"
"45305005","21110","Physicist"
"45305006","21110","Physicist, physics of light"
"45305007","21110","Radiophysicist"
"45305008","21110","Industrial physicist"
"45305009","21110","Atomic physicist"
"45305010","21110","Aerodynamicist"
"45305011","21110","Thermophysicist"
"45305012","21110","Building physicist"
"45305015","21140","Geophysicist"
"45305018","21110","Ballistician"
"45305019","21110","Electrophysicist"
"45305021","21110","Electroacoustician"
"45305022","21110","Rheologist"
"45305023","21110","Acoustician"
"45305024","21110","Spectrometry analyst"
"45305027","21110","Nuclear physicist"
"45305028","21110","Technical physicist"
"45305029","21110","Radiation protection physicist"
"45305030","21110","Nuclear expert"
"45305031","21110","Electronics physicist"
"45305032","21110","Theoretical physicist"
"45305033","21110","Experimental physicist"
"45305034","21110","Petrophysicist"
"45305035","21110","Reactor physicist"
"45305036","21110","High energy physicist"
"45305037","21110","Medical physicist"
"45305038","21110","Environmental physicist"
"45306002","21330","Environmental scientist"
"45306003","21330","Environmental protection specialist"
"45306004","21330","Ecologist"
"45306005","21330","Environmental adviser"
"45306006","21330","Nature and environmental specialist"
"45306007","21430","Environmental technologist"
"45306008","21330","Environmental researcher"
"45306009","21430","Aircraft noise specialist"
"45306010","21330","Water pollution control specialist"
"45306012","21330","Environmentalist"
"45306016","22650","Ecotrophologist"
"45306018","96120","Recycling specialist"
"45306020","21330","Environmental economist"
"45306021","21330","Environmental planner"
"45306022","21330","Environmental protection officer"
"45306023","21310","Forest pathologist"
"45306024","21140","Forest hydrologist"
"45306025","21430","Environmental measurements technician"
"45306026","21430","Environmental analyst"
"45307001","21000","Lic. ès sc. nat."
"45307004","21000","Natural scientist"
"45307007","20000","Dr ès sciences"
"45307008","21110","Cyberneticist"
"45307009","21000","Dr. sc. nat."
"45307010","21000","Dr. phil. nat."
"45307011","21000","Dr. rer. nat."
"45307012","21000","Lic. rer. nat."
"45307015","21000","Lic. phil. nat."
"45307016","20000","Dr. sc. tech."
"45307018","22650","Nutrition scientist"
"45307019","21400","Lic. ès sc. tech."
"45307020","21000","Lic. phil. ii"
"45307021","21000","Dr. phil. ii"
"45307022","21110","Metrologist"
"45307024","21200","Cryptologist"
"45307025","21110","Cosmologist"
"45307026","21000","Materials scientist"
"45307027","21000","Nanoscientist"
"46101002","43230","Freight controller"
"46101004","75430","Quality controller"
"46101006","75430","Raw material controller"
"46101007","33510","Luggage inspector"
"46101009","75430","Fabrication controller"
"46101011","75430","Piece controller"
"46101013","75430","Quality inspector"
"46101014","33590","Assayer (precious metal tester)"
"46101020","75430","Storage inspector"
"46101021","75430","Merchandise controller"
"46101025","93290","Merchandise sorter"
"46101026","75430","Precious stones sorter"
"46101030","75430","Assembly controller"
"46101031","75430","Material controller"
"46101036","75430","Apparatus controller (quality control)"
"46101037","75430","Ultrasonic controller"
"46101039","75430","Quality control worker"
"46102001","81830","Bale packer"
"46102011","81830","Packager"
"46102014","93210","Labeller (hand)"
"46102015","81830","Packer"
"46102023","81830","Packing machine operator"
"46102027","81830","Labelling machine operator"
"46102034","81830","Cosmetics packager"
"46102035","81830","Pharmaceuticals packager"
"46102037","81830","Industrial packager"
"46102042","81830","Packaging assistant"
"46103002","43210","Stockkeeper"
"46103003","43210","Storeman"
"46103004","43210","Chief stockist"
"46103006","43210","Chief storer"
"46103012","43210","Tool manager"
"46103015","43210","Materials manager"
"46103016","43210","Storage specialist"
"46103017","43210","Stockman (storer)"
"46103020","43210","Storekeeper"
"46103028","93330","Warehouse assistant"
"46103032","93330","Stockist (warehouse clerk)"
"46103033","93330","Warehouse worker"
"46103034","54140","Materials supervisor"
"46103041","43210","Head of stockroom"
"46103045","93340","Shelf stacker"
"46103062","43210","Spare parts storage chief"
"46103063","43210","Stockroom logistician"
"46103068","43210","Warehouse revisor"
"46104001","34210","Jockey"
"46104002","34210","Swimmer"
"46104004","34210","Motorcycle racer"
"46104006","34220","Club trainer"
"46104007","34220","Football coach"
"46104008","34210","Professional footballer"
"46104009","34210","Wrestler"
"46104010","34220","Billiard champion"
"46104012","34220","Skating trainer"
"46104013","34210","Professional skier"
"46104014","34210","Professional sportsman | Professional sportswoman"
"46104015","34220","Ice hockey coach"
"46104016","34210","Ice figure skater"
"46104018","34210","Golf player"
"46104019","34220","Basketball coach"
"46104021","34210","Skydiving specialist"
"46104022","34230","Fitness instructor"
"46104023","34210","Parachutist"
"46104025","34210","Athlete"
"46104026","34210","Basketball player"
"46104027","34210","Bobsledder"
"46104028","34210","Boxer"
"46104030","34210","Racing car driver"
"46104031","34210","Racing cyclist"
"46104032","34210","Footballer"
"46104034","34210","Handball player"
"46104035","34210","Ice hockey player"
"46104036","34210","Tennis player"
"46104037","34210","Judoka"
"46104038","34210","Figure skater"
"46104039","34210","Sailor (yachtsman) | Sailor (yachtswoman)"
"46104040","34210","Rower"
"46104041","34210","Ski racer"
"46104043","34230","Disabled sports coach"
"46104044","34210","Car racing driver"
"46104045","34210","Oarsman | Oarswoman"
"46104046","34220","Coach"
"46104047","34210","Fencer"
"46104048","34210","Rugby player"
"46104049","34210","Volleyball player"
"46104050","34220","Volleyball coach"
"46104051","34220","Skiing coach"
"46104052","34220","Squash coach"
"46104053","34220","Tennis coach"
"46104054","34220","Chess coach"
"46104055","34230","Fitness technician"
"46104059","34210","Chess player"
"46104061","61212","Horse trainer"
"46104065","34210","Inline hockey player"
"46104066","34210","Floorball player"
"46104067","22690","Sport and movement scientist"
"46104068","22690","Movement scientist"
"46104069","22690","Sport scientist"
"46104070","34210","Professional sportsman, ice hockey | Professional sportswoman, ice hockey"
"46104071","34210","Professional sportsman, football | Professional sportswoman, football"
"46104072","34210","Professional sportsman, alpine skiing | Professional sportswoman, alpine skiing"
"46104073","34210","Professional sportsman, nordic skiing | Professional sportswoman, nordic skiing"
"46104077","34220","Surf instructor"
"46104078","34220","Sports manager"
"46104079","34220","Sports animator"
"46104080","34230","Wellness trainer"
"46104081","34220","Endurance coach"
"46104082","34210","Snowboarder"
"46104085","34220","Curling coach"
"46104086","34210","Artistic gymnast"
"46104087","34220","Artistic gymnastics coach"
"46104088","34220","Rowing coach"
"46104089","34230","Nordic walking instructor"
"46104090","34230","Aquagym teacher"
"46104091","34230","Sports and fitness administrator"
"46104092","34230","Sports administrator"
"46104093","34230","Aqua fit instructor"
"46104094","34230","Cardio trainer"
"46105003","75220","Architectural model builder"
"46105015","72220","Technical model builder"
"46105065","81140","Diamond cutter (industry)"
"46106002","96230","Vending machine technician"
"46106005","51530","Ice master"
"46106007","96210","Luggage carrier"
"46106018","51420","Slimming consultant"
"46106029","33410","Customer service manager"
"46106038","33150","Gemstone expert"
"46106050","96230","Meter reader (gas, water, electricity)"
"46106057","96230","Meter reader (power station, gaswork, waterwork) | Meter reader (power station, gaswork, waterw"
"46106069","33150","Gemmologist/gemstone expert"
"46106070","33150","Diamond expert"
"46106072","42120","Bookmaker"
"46106075","75490","Ski serviceman"
"46106076","51610","Astro-psycho consultant"
"46106077","51610","Dowser"
"46106078","51610","Astrological counselor"
"46106082","51610","Water diviner"
"46106099","20000","Consultant"
"46106103","20000","Senior consultant"
"46106107","24210","Inhouse consultant"
"46106108","20000","Project consultant"
"46106114","24210","Gastronomic advisor"
"46106116","26350","Cultural mediator"
"46108001","51610","Astrologer"
"46108002","75410","Diver"
"46108005","75410","Professional diver"
"46108006","75410","Deep diver"
"46108007","92110","Mycophagist"
"46108018","21000","Inventor"
"46108028","51610","Parapsychologist"
"46108045","26590","Striptease dancer"
"46108046","51690","Prostitute"
"46108050","75410","Frogman"
"47101048","93290","Production operative"
"47101050","13210","Production manager (unspecified)"
"47101106","24320","Communications consultant"
"51101007","35120","ICT supporter"
"51101037","31232","Foreman carpenter | Forewoman carpenter"
"51101102","25191","ICT testmanager"
"51101104","25191","Test automation engineer, ICT"
"51101109","25112","ICT outsourcing manager"
"51101110","25112","ICT strategic sourcing manager"
"51101111","25112","ICT sourcing manager"
"51101112","22213","Nursing scientist"
"51101115","51200","Commis chef"
"51101116","94110","Fast food cook"
"51101118","25111","ICT controller"
"51101121","92140","Gardening assistant, plant production"
"51101122","92140","Gardening assistant, landscape gardening | Horticultural assistant, landscape gardening"
"51101124","92130","Agricultural labourer (other agriculture)"
"51101131","92110","Fruit farm labourer"
"51101132","92110","Vegetable crop labourer"
"51101133","91120","Cleaner (hotel)"
"51101135","83500","Seafarer"
"51101136","83500","Inland navigation worker"
"51101145","13210","Cellar master"
"51101146","81602","Agricultural worker, winemaking"
"51101147","81601","Milling technician"
"51101165","83421","Tunnel construction specialist"
"51101188","73210","Electronic publisher"
"51101191","73112","Polisher, watchmaking industry"
"51101194","73112","Watch dial maker"
"51101201","25291","IT security officer"
"51101241","71121","Bricklayer's assistant"
"51101245","62220","Professional fisherman | Professional fisherwoman"
"51101251","61300","Farm and familly manager"
"51101263","61212","Equine specialist"
"51101270","61131","Head landscape gardener"
"51101300","54110","Professional fire fighter"
"51101310","52210","Antique dealer"
"51101353","51130","Heritage interpreter"
"51101357","51313","Train steward | Train stewardess"
"51101363","42240","Reception manager (hotel)"
"51101364","42240","Hotel communication specialist"
"51101365","42240","Hotel concierge"
"51101377","23302","Pre-apprenticeship trainer"
"51101379","35210","Video technician for television"
"51101383","35210","Vision mixer for television"
"51101390","35120","ICT service manager"
"51101391","35120","ICT helpdesk agent"
"51101395","25210","Database administrator"
"51101406","35110","ICT operator"
"51101409","35110","ICT system controller"
"51101414","34340","Sous chef"
"51101416","34320","Set designer, theatre"
"51101449","34120","Job attendant"
"51101465","33430","Consular officer"
"51101493","33150","Gemologist"
"51101520","32300","Herbalist"
"51101527","32140","Hearing aid acoustician"
"51101554","31232","Painter foreman | Painter forewoman"
"51101555","31232","Plasterer foreman | Plasterer forewoman"
"51101562","31231","Foreman, foundation building | Forewoman, foundation building"
"51101563","31231","Foreman, railway track construction | Forewoman, railway track construction"
"51101564","31231","Foreman, industrial flooring and subflooring | Forewoman, industrial flooring and subfloori"
"51101567","31231","Foreman, building construction | Forewoman, building construction"
"51101633","26540","Producer (film, tv)"
"51101650","26350","Development worker"
"51101660","25191","Test designer, ICT"
"51101662","25191","Quality system manager, ICT"
"51101663","25191","ICT quality manager"
"51101664","25111","IT controller"
"51101665","25291","Information security manager"
"51101667","25230","Computer network specialist"
"51101670","25210","Database engineer"
"51101674","35110","ICT change manager"
"51101678","25122","IT solution engineer"
"51101681","25123","ICT platform engineer"
"51101682","25123","ICT system engineer"
"51101691","25111","ICT systemanalyst"
"51101692","25111","ICT software architect"
"51101693","25111","ICT architect"
"51101694","25111","Enterprise architect (ICT)"
"51101704","24230","Educational and career guidance counsellor"
"51101733","23590","Parenting instructor"
"51101741","24310","Executive in communications"
"51101747","23200","Career guidance teacher"
"51101753","23100","Professor at a higher education institution"
"51101754","23100","Teacher at a professional education institution | Teacher at a professional education institut"
"51101757","22690","Osteopath"
"51101760","22690","Activation specialist"
"51101765","22610","Dentist specialist"
"51101795","21630","Fashion assistant"
"51101813","21410","Production engineer"
"51101820","21140","Petrographer"
"51101825","21450","Life science engineer"
"51101830","14310","Cultural manager"
"51101831","14310","Leisure centre manager"
"51101836","14120","Cafe and restaurant manager"
"51101840","25140","Data analyst ICT"
"51101841","25140","Big data analyst ICT"
"51101842","25140","Business data analyst ICT"
"51101843","25140","Data scientist ICT"
"51101849","32560","Medical practice assistant"
"51101850","71130","Stonemason"
"51101854","51312","Waiter | Waitress"
"51101855","31121","Security guard"
"51101856","51312","Restaurant service specialist"
"51101857","92120","Agricultural labourer, livestock farming"
"51101858","92110","Agricultural labourer, fruit and vegetable growing | Agricultural labourer, fruit and vegetable g"
"51101859","93210","Packaging operator"
"51101863","96110","Refuse collector"
"51101864","81830","Bottler"
"51101866","72230","Cnc operator"
"51101867","72210","Blacksmith"
"51101878","13490","Museum director"
"51101879","13490","Security service head"
"51101882","73130","Jeweller"
"51101885","22213","Nurse practitioner"
"51101886","13450","School administration manager"
"51101888","13410","Nursery manager"
"51101897","13231","Technical manager, construction"
"51101903","13210","Packaging manager"
"51101923","12211","Head of customer service"
"51101926","43210","Logistics specialist, warehouse"
"51101935","24230","Vocational education and training specialist"
"51101945","24240","Corporate trainer"
"51101955","53110","Social worker, childcare"
"51101958","53222","Social care worker"
"51101962","34120","Social worker in occupational environments"
"51101965","23421","Child development worker"
"51101969","32210","Health and social care worker"
"51101971","22213","Emergency care specialist"
"51101990","32120","Biomedical scientist"
"51101997","32110","Operating room technician"
"51102007","22300","Naturopathic practitioner"
"51102021","51530","Building and grounds maintenance assistant"
"51102025","51530","Building and grounds custodian"
"51102026","51512","Assistant in hospitality services"
"51102027","51512","Professional in hospitality services"
"51102031","51312","Specialist in system gastronomy"
"51102033","51512","Hotel housekeeping employee"
"51102034","51512","Hotel housekeeping specialist"
"51102037","34340","Head chef"
"51102038","51200","Kitchen employee"
"51102045","14110","Hotel manager"
"51102056","26210","Conservator-restorer"
"51102060","75330","Sewing machinist, soft furnishings"
"51102066","13210","Master gemstone setter"
"51102077","21630","Designer, product design"
"51102084","73160","Advertising technician"
"51102085","21660","Designer, visual communication"
"51102094","34310","Photo designer"
"51102095","34310","Professional photographer"
"51102098","13490","Technical documentation manager"
"51102099","44150","Information and documentation specialist"
"51102108","31130","Electrical installation and safety expert"
"51102109","13490","Prison Management Expert"
"51102111","43230","Public transport agent"
"51102112","13240","Public transport manager"
"51102119","83500","Inland navigation sailor"
"51102125","83432","Funicular assistant"
"51102126","83432","Funicular mechatronics engineer"
"51102127","31231","Railway engineering site foreman | Railway engineering site forewoman"
"51102128","21660","Interactive media designer"
"51102143","24210","Business organisation specialist"
"51102145","24210","Expert in corporate development"
"51102159","13240","Import manager"
"51102167","33130","Expert in financial and managerial accounting and reporting | Expert in financial and managerial accountin"
"51102234","12120","Human resource manager"
"51102235","24230","Human resources expert"
"51102241","13240","Cableways manager"
"51102244","12210","Head of marketing and sales"
"51102247","12210","Marketing and sales manager"
"51102248","12110","Head of finance and services"
"51102253","42210","Tourism assistant"
"51102256","42210","Tourism expert"
"51102262","24320","Communications officer"
"51102287","42220","Customer relationship manager"
"51102288","24332","Pharmaceutical representative"
"51102291","24310","Media manager"
"51102331","14200","Retail specialist"
"51102332","52220","Textile retail specialist"
"51102333","52230","Automobile sales representative"
"51102341","31121","Tank safety specialist"
"51102347","31190","Energy and energy efficiency consultant"
"51102353","31190","Process specialist"
"51102359","31181","Microtechnology draughtsman | Microtechnology draughtswoman"
"51102360","34320","Draughtsman, interior design | Draughtswoman, interior design"
"51102361","31183","Refrigeration system planner"
"51102362","31183","Building technology planner, sanitary installations | Building technology planner, sanitary instal"
"51102363","31183","Building technology planner, ventilation"
"51102364","31183","Building technology planner, heating"
"51102366","31182","Draughtsman, spatial planning | Draughtswoman, spatial planning"
"51102367","31182","Draughtsman, landscape architecture | Draughtswoman, landscape architecture"
"51102369","31182","Draughtsman, architecture | Draughtswoman, architecture"
"51102371","31151","Technician, microtechnology"
"51102372","31122","Project manager, security systems"
"51102386","31420","Technician, agricultural industry"
"51102387","31153","Technician, logistics"
"51102409","31151","Technician, aerospace"
"51102410","31153","Technician, industrial production"
"51102412","31420","Technician, agriculture, food technology"
"51102418","31151","Technician, plastics"
"51102428","31153","Technician, business processes"
"51102439","31420","Technician, tropical agriculture"
"51102445","31160","Technician, chemical processes"
"51102468","31151","Technician, mechanics"
"51102469","31152","Technician, automation"
"51102471","31151","Technician, construction technology"
"51102503","31140","Technician, electronics"
"51102524","21490","Engineer, printing industry"
"51102542","21320","Engineer, agronomy"
"51102548","21490","Engineer, microtechnology"
"51102555","21510","Engineer, electrical engineering"
"51102568","21441","Engineer, automotive technology"
"51102583","21620","Engineer, landscape architecture"
"51102585","52450","Tyre work assistant"
"51102595","31112","Life science laboratory technician"
"51102598","31111","Laboratory technician, chemistry"
"51102599","31410","Laboratory technician, biology"
"51102605","73230","Print finisher"
"51102617","73210","Reprographics technician"
"51102619","73160","Gilder-framer"
"51102622","75200","Woodworker"
"51102625","75200","Timber worker"
"51102626","13210","Production manager, timber industry"
"51102631","71152","Carpentry assistant"
"51102633","31232","Project manager, interior design"
"51102635","75230","Woodworker, turnery"
"51102646","72310","Automotive mechatronics technician"
"51102649","72310","Automotive technician"
"51102650","72310","Automotive assistant"
"51102654","72130","Panel beater"
"51102658","74120","Automation technician"
"51102660","74110","Electrical safety consultant"
"51102674","72001","Production mechanic"
"51102677","72140","Metal construction assistant"
"51102685","81220","Plating technician"
"51102686","72110","Mould making assistant"
"51102687","72110","Mould maker"
"51102695","81140","Concrete worker"
"51102698","71130","Marble mason"
"51102710","31183","Sanitary installation planner"
"51102719","31232","Glazier foreman"
"51102752","31232","Foreman, plastering-drywall building | Forewoman, plastering-drywall building"
